Province,Age,Gender,Education,Employment,Income_Group,Weight,Rel_Satisfaction,Online_Contact_Freq,SM_Interfere_Rel,SM_Interfere_Life,SM_Anxious_Envious,SM_AI_Chatbot,SM_AI_Email,Household_Type,Online_Shopping
British Columbia,65 years and over,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",749.614033411,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,65 years and over,Female,University degree,Not employed,"$107,481 – $163,750",439.527188223,Completely satisfied,,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,65 years and over,Male,University degree,Employed,"$72,367 – $107,480",1382.906895543,Completely satisfied,Once a week,No,Yes,No,No,No,Family without children <18,Online shopper (≥ $1)
Alberta,45–54 years,Female,University degree,Employed,"$107,481 – $163,750",1847.289600968,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,55–64 years,Male,High school or less,Employed,"≥ $163,751",729.308156083,Completely satisfied,A few times a week,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Employed,"$42,257 – $72,366",1065.033351751,Somewhat satisfied,Everyday,Yes,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Manitoba,25–34 years,Female,High school or less,Employed,"$42,257 – $72,366",905.804553854,Somewhat dissatisfied,Everyday,No,Yes,Yes,No,No,,Did not shop online
Saskatchewan,25–34 years,Female,University degree,Employed,"$72,367 – $107,480",746.731781558,Neutral,A few times a week,Yes,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,25–34 years,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",2216.371323787,Somewhat satisfied,Once a week,Yes,Yes,Yes,No,Yes,Family without children <18,Did not shop online
Ontario,65 years and over,Female,University degree,Not employed,"≥ $163,751",710.592922157,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
British Columbia,45–54 years,Male,University degree,Employed,"≥ $163,751",980.940360022,Somewhat satisfied,Once a month,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,55–64 years,Male,University degree,Employed,"$107,481 – $163,750",1988.061070934,Somewhat satisfied,2–3 times a month,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",651.311308393,Somewhat satisfied,,No,No,No,,,Single-person household,Online shopper (≥ $1)
Ontario,25–34 years,Male,University degree,Employed,"$72,367 – $107,480",2148.769229213,Somewhat satisfied,Everyday,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,25–34 years,Male,University degree,Not employed,"≥ $163,751",1644.982138227,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,65 years and over,Female,,,"$72,367 – $107,480",198.644958886,Completely satisfied,A few times a week,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Manitoba,25–34 years,Female,University degree,Employed,"$107,481 – $163,750",754.04394255,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,University degree,Employed,"≥ $163,751",1231.375650872,Somewhat satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,35–44 years,Male,University degree,Employed,"$72,367 – $107,480",2710.18475909,Somewhat satisfied,,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
British Columbia,25–34 years,Female,High school or less,Employed,"≥ $163,751",1242.234873418,Somewhat satisfied,A few times a week,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"≤ $42,256",2924.299070438,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Did not shop online
New Brunswick,65 years and over,Female,University degree,Employed,"≤ $42,256",353.090292557,Completely satisfied,Once a month,No,Yes,Yes,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",1464.362311516,Neutral,,No,No,No,No,No,Family without children <18,Did not shop online
Newfoundland and Labrador,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",250.897710201,Neutral,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,University degree,Employed,"$42,257 – $72,366",2473.48105001,Neutral,Everyday,Yes,Yes,Yes,Yes,No,Family without children <18,Online shopper (≥ $1)
British Columbia,35–44 years,Female,University degree,Employed,"$107,481 – $163,750",852.127842706,Neutral,A few times a week,No,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1502.677713521,Somewhat satisfied,Everyday,Yes,Yes,No,Yes,No,Family with children <18,Online shopper (≥ $1)
Quebec,45–54 years,Female,University degree,Employed,"≥ $163,751",822.039149888,Completely satisfied,A few times a week,No,Yes,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Employed,"≥ $163,751",645.570405335,Somewhat dissatisfied,Everyday,Yes,Yes,Yes,No,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,55–64 years,Male,University degree,Employed,"≥ $163,751",520.606169515,Somewhat satisfied,Once a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Manitoba,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1604.407570575,Somewhat satisfied,Everyday,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Saskatchewan,15–24 years,Female,High school or less,Employed,"≥ $163,751",743.879339091,Neutral,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Saskatchewan,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",388.345896823,Completely satisfied,A few times a week,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,15–24 years,Female,High school or less,Not employed,"≤ $42,256",2898.352254748,Somewhat satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,55–64 years,Male,High school or less,Employed,"$107,481 – $163,750",2510.051030943,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,45–54 years,Male,,,"$107,481 – $163,750",3564.013352293,,,,,,,,Family with children <18,
British Columbia,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",933.927621273,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Prince Edward Island,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",110.322087588,Somewhat satisfied,Everyday,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
Quebec,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"≥ $163,751",646.820644002,Completely satisfied,Everyday,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",1913.08666107,Completely satisfied,A few times a week,No,No,No,No,No,Single-person household,
Newfoundland and Labrador,35–44 years,Male,High school or less,Employed,"≤ $42,256",541.144795156,Neutral,A few times a week,No,No,Yes,No,No,Single-person household,Did not shop online
British Columbia,25–34 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1209.9288238,Neutral,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",2624.876433887,Neutral,,No,Yes,No,Yes,No,Single-person household,Online shopper (≥ $1)
Quebec,65 years and over,Female,,,"$72,367 – $107,480",541.806996509,,,,,,,,Single-person household,
Quebec,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"≥ $163,751",769.621497415,Somewhat satisfied,Once a week,No,No,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,High school or less,Not employed,"≤ $42,256",910.44078555,,,,,,,,Single-person household,
Alberta,65 years and over,Male,University degree,Employed,"≥ $163,751",889.328895048,Somewhat satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,45–54 years,Male,University degree,Employed,"≥ $163,751",722.627106705,Completely satisfied,Everyday,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",263.879899101,Completely satisfied,Not in the past month,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,55–64 years,Female,High school or less,Not employed,"$72,367 – $107,480",192.660261538,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,High school or less,Employed,"$42,257 – $72,366",1161.586632788,Somewhat satisfied,A few times a week,No,No,Yes,Yes,Yes,Family without children <18,Did not shop online
British Columbia,15–24 years,Female,High school or less,Employed,"$42,257 – $72,366",4989.565855681,Neutral,Everyday,No,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",1083.542252279,Completely satisfied,Not in the past month,No,No,No,Yes,No,Family with children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",1335.473512161,Neutral,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Alberta,65 years and over,Male,University degree,Not employed,"$107,481 – $163,750",942.610386374,Completely satisfied,Not in the past month,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,65 years and over,Male,University degree,Not employed,"≤ $42,256",666.246328555,Completely satisfied,A few times a week,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Nova Scotia,55–64 years,Male,High school or less,,"$42,257 – $72,366",391.619622101,Completely satisfied,,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
British Columbia,25–34 years,Female,,,"≥ $163,751",2525.747654214,,,,,,,,Family with children <18,
British Columbia,55–64 years,Male,University degree,Not employed,"≥ $163,751",687.832609398,Somewhat satisfied,A few times a week,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,45–54 years,Female,University degree,Employed,"≥ $163,751",822.039149888,Completely satisfied,A few times a week,No,Yes,No,No,Yes,Family with children <18,Did not shop online
Prince Edward Island,65 years and over,Male,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",146.725033834,Somewhat satisfied,A few times a week,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
Ontario,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"≥ $163,751",1173.647780941,Completely satisfied,Everyday,No,No,No,No,Yes,Family without children <18,Did not shop online
Quebec,55–64 years,Male,University degree,Employed,"$107,481 – $163,750",585.544542155,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,High school or less,Employed,"$42,257 – $72,366",1848.848121883,Completely dissatisfied,Everyday,No,No,No,No,Yes,Single-person household,Did not shop online
British Columbia,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",726.428236526,Neutral,Once a week,No,No,No,Yes,No,Family without children <18,Did not shop online
Quebec,55–64 years,Male,University degree,Employed,"$107,481 – $163,750",648.426034571,Somewhat satisfied,Once a week,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,25–34 years,Male,High school or less,Employed,"≥ $163,751",1644.982138227,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Prince Edward Island,15–24 years,Female,University degree,Not employed,"$107,481 – $163,750",425.547948896,Somewhat satisfied,Everyday,Yes,Yes,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,University degree,Not employed,"$107,481 – $163,750",1864.394501369,Neutral,2–3 times a month,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,35–44 years,Female,University degree,Employed,"≥ $163,751",913.384176885,Neutral,Everyday,No,No,Yes,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,High school or less,,"≥ $163,751",2858.657865003,Completely satisfied,Everyday,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
Ontario,25–34 years,Female,University degree,Employed,"$72,367 – $107,480",1385.921275663,Somewhat satisfied,Everyday,No,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
